"Route","Yeartaken","Month","Day","Hour","Volume"
"M06",2016,"January","Fri",0,"115"
"M06",2016,"January","Fri",1,"144"
"M06",2016,"January","Fri",2,"129"
"M06",2016,"January","Fri",3,"102"
"M06",2016,"January","Fri",4,"91"
"M06",2016,"January","Fri",5,"56"
"M06",2016,"January","Fri",6,"106"
"M06",2016,"January","Fri",7,"106"
"M06",2016,"January","Fri",8,"122"
"M06",2016,"January","Fri",9,"197"
"M06",2016,"January","Fri",10,"364"
"M06",2016,"January","Fri",11,"774"
"M06",2016,"January","Fri",12,"1007"
"M06",2016,"January","Fri",13,"1247"
"M06",2016,"January","Fri",14,"1149"
"M06",2016,"January","Fri",15,"1052"
"M06",2016,"January","Fri",16,"865"
"M06",2016,"January","Fri",17,"814"
"M06",2016,"January","Fri",18,"621"
"M06",2016,"January","Fri",19,"501"
"M06",2016,"January","Fri",20,"418"
"M06",2016,"January","Fri",21,"299"
"M06",2016,"January","Fri",22,"214"
"M06",2016,"January","Fri",23,"149"
"M06",2016,"January","Sat",0,"103"
"M06",2016,"January","Sat",1,"93"
"M06",2016,"January","Sat",2,"60"
"M06",2016,"January","Sat",3,"55"
"M06",2016,"January","Sat",4,"62"
"M06",2016,"January","Sat",5,"74"
"M06",2016,"January","Sat",6,"187"
"M06",2016,"January","Sat",7,"222"
"M06",2016,"January","Sat",8,"368"
"M06",2016,"January","Sat",9,"508"
"M06",2016,"January","Sat",10,"786"
"M06",2016,"January","Sat",11,"1189"
"M06",2016,"January","Sat",12,"1464"
"M06",2016,"January","Sat",13,"1437"
"M06",2016,"January","Sat",14,"1322"
"M06",2016,"January","Sat",15,"1318"
"M06",2016,"January","Sat",16,"1204"
"M06",2016,"January","Sat",17,"1108"
"M06",2016,"January","Sat",18,"955"
"M06",2016,"January","Sat",19,"622"
"M06",2016,"January","Sat",20,"554"
"M06",2016,"January","Sat",21,"380"
"M06",2016,"January","Sat",22,"260"
"M06",2016,"January","Sat",23,"181"
"M06",2016,"January","Sun",0,"116"
"M06",2016,"January","Sun",1,"111"
"M06",2016,"January","Sun",2,"75"
"M06",2016,"January","Sun",3,"71"
"M06",2016,"January","Sun",4,"60"
"M06",2016,"January","Sun",5,"62"
"M06",2016,"January","Sun",6,"110"
"M06",2016,"January","Sun",7,"145"
"M06",2016,"January","Sun",8,"222"
"M06",2016,"January","Sun",9,"322"
"M06",2016,"January","Sun",10,"495"
"M06",2016,"January","Sun",11,"864"
"M06",2016,"January","Sun",12,"1185"
"M06",2016,"January","Sun",13,"1253"
"M06",2016,"January","Sun",14,"1360"
"M06",2016,"January","Sun",15,"1357"
"M06",2016,"January","Sun",16,"1307"
"M06",2016,"January","Sun",17,"1195"
"M06",2016,"January","Sun",18,"1028"
"M06",2016,"January","Sun",19,"783"
"M06",2016,"January","Sun",20,"569"
"M06",2016,"January","Sun",21,"388"
"M06",2016,"January","Sun",22,"273"
"M06",2016,"January","Sun",23,"149"
"M06",2016,"January","Mon",0,"67"
"M06",2016,"January","Mon",1,"56"
"M06",2016,"January","Mon",2,"48"
"M06",2016,"January","Mon",3,"60"
"M06",2016,"January","Mon",4,"76"
"M06",2016,"January","Mon",5,"255"
"M06",2016,"January","Mon",6,"726"
"M06",2016,"January","Mon",7,"1470"
"M06",2016,"January","Mon",8,"1169"
"M06",2016,"January","Mon",9,"838"
"M06",2016,"January","Mon",10,"807"
"M06",2016,"January","Mon",11,"950"
"M06",2016,"January","Mon",12,"1027"
"M06",2016,"January","Mon",13,"1054"
"M06",2016,"January","Mon",14,"1191"
"M06",2016,"January","Mon",15,"1288"
"M06",2016,"January","Mon",16,"1528"
"M06",2016,"January","Mon",17,"1590"
"M06",2016,"January","Mon",18,"1000"
"M06",2016,"January","Mon",19,"584"
"M06",2016,"January","Mon",20,"454"
"M06",2016,"January","Mon",21,"340"
"M06",2016,"January","Mon",22,"267"
"M06",2016,"January","Mon",23,"193"
"M06",2016,"January","Tue",0,"104"
"M06",2016,"January","Tue",1,"58"
"M06",2016,"January","Tue",2,"68"
"M06",2016,"January","Tue",3,"56"
"M06",2016,"January","Tue",4,"62"
"M06",2016,"January","Tue",5,"228"
"M06",2016,"January","Tue",6,"678"
"M06",2016,"January","Tue",7,"1449"
"M06",2016,"January","Tue",8,"1271"
"M06",2016,"January","Tue",9,"975"
"M06",2016,"January","Tue",10,"818"
"M06",2016,"January","Tue",11,"987"
"M06",2016,"January","Tue",12,"946"
"M06",2016,"January","Tue",13,"1080"
"M06",2016,"January","Tue",14,"1144"
"M06",2016,"January","Tue",15,"1284"
"M06",2016,"January","Tue",16,"1509"
"M06",2016,"January","Tue",17,"1693"
"M06",2016,"January","Tue",18,"1147"
"M06",2016,"January","Tue",19,"642"
"M06",2016,"January","Tue",20,"471"
"M06",2016,"January","Tue",21,"324"
"M06",2016,"January","Tue",22,"234"
"M06",2016,"January","Tue",23,"225"
"M06",2016,"January","Wed",0,"112"
"M06",2016,"January","Wed",1,"61"
"M06",2016,"January","Wed",2,"72"
"M06",2016,"January","Wed",3,"56"
"M06",2016,"January","Wed",4,"81"
"M06",2016,"January","Wed",5,"201"
"M06",2016,"January","Wed",6,"665"
"M06",2016,"January","Wed",7,"1645"
"M06",2016,"January","Wed",8,"1488"
"M06",2016,"January","Wed",9,"988"
"M06",2016,"January","Wed",10,"808"
"M06",2016,"January","Wed",11,"871"
"M06",2016,"January","Wed",12,"874"
"M06",2016,"January","Wed",13,"982"
"M06",2016,"January","Wed",14,"1067"
"M06",2016,"January","Wed",15,"1312"
"M06",2016,"January","Wed",16,"1500"
"M06",2016,"January","Wed",17,"1630"
"M06",2016,"January","Wed",18,"1113"
"M06",2016,"January","Wed",19,"605"
"M06",2016,"January","Wed",20,"513"
"M06",2016,"January","Wed",21,"282"
"M06",2016,"January","Wed",22,"238"
"M06",2016,"January","Wed",23,"220"
"M06",2016,"January","Thu",0,"111"
"M06",2016,"January","Thu",1,"55"
"M06",2016,"January","Thu",2,"65"
"M06",2016,"January","Thu",3,"47"
"M06",2016,"January","Thu",4,"70"
"M06",2016,"January","Thu",5,"207"
"M06",2016,"January","Thu",6,"692"
"M06",2016,"January","Thu",7,"1641"
"M06",2016,"January","Thu",8,"1497"
"M06",2016,"January","Thu",9,"1076"
"M06",2016,"January","Thu",10,"888"
"M06",2016,"January","Thu",11,"863"
"M06",2016,"January","Thu",12,"867"
"M06",2016,"January","Thu",13,"971"
"M06",2016,"January","Thu",14,"1133"
"M06",2016,"January","Thu",15,"1278"
"M06",2016,"January","Thu",16,"1519"
"M06",2016,"January","Thu",17,"1715"
"M06",2016,"January","Thu",18,"1081"
"M06",2016,"January","Thu",19,"707"
"M06",2016,"January","Thu",20,"577"
"M06",2016,"January","Thu",21,"386"
"M06",2016,"January","Thu",22,"223"
"M06",2016,"January","Thu",23,"219"
"M06",2016,"January","Fri",0,"109"
"M06",2016,"January","Fri",1,"71"
"M06",2016,"January","Fri",2,"67"
"M06",2016,"January","Fri",3,"48"
"M06",2016,"January","Fri",4,"73"
"M06",2016,"January","Fri",5,"207"
"M06",2016,"January","Fri",6,"642"
"M06",2016,"January","Fri",7,"1467"
"M06",2016,"January","Fri",8,"1435"
"M06",2016,"January","Fri",9,"990"
"M06",2016,"January","Fri",10,"842"
"M06",2016,"January","Fri",11,"935"
"M06",2016,"January","Fri",12,"1061"
"M06",2016,"January","Fri",13,"1225"
"M06",2016,"January","Fri",14,"1298"
"M06",2016,"January","Fri",15,"1463"
"M06",2016,"January","Fri",16,"1677"
"M06",2016,"January","Fri",17,"1626"
"M06",2016,"January","Fri",18,"1172"
"M06",2016,"January","Fri",19,"869"
"M06",2016,"January","Fri",20,"639"
"M06",2016,"January","Fri",21,"424"
"M06",2016,"January","Fri",22,"323"
"M06",2016,"January","Fri",23,"189"
"M06",2016,"January","Sat",0,"123"
"M06",2016,"January","Sat",1,"96"
"M06",2016,"January","Sat",2,"68"
"M06",2016,"January","Sat",3,"65"
"M06",2016,"January","Sat",4,"62"
"M06",2016,"January","Sat",5,"135"
"M06",2016,"January","Sat",6,"252"
"M06",2016,"January","Sat",7,"335"
"M06",2016,"January","Sat",8,"555"
"M06",2016,"January","Sat",9,"733"
"M06",2016,"January","Sat",10,"780"
"M06",2016,"January","Sat",11,"1007"
"M06",2016,"January","Sat",12,"1150"
"M06",2016,"January","Sat",13,"1223"
"M06",2016,"January","Sat",14,"1107"
"M06",2016,"January","Sat",15,"1057"
"M06",2016,"January","Sat",16,"1088"
"M06",2016,"January","Sat",17,"1041"
"M06",2016,"January","Sat",18,"929"
"M06",2016,"January","Sat",19,"663"
"M06",2016,"January","Sat",20,"470"
"M06",2016,"January","Sat",21,"335"
"M06",2016,"January","Sat",22,"233"
"M06",2016,"January","Sat",23,"148"
"M06",2016,"January","Sun",0,"129"
"M06",2016,"January","Sun",1,"86"
"M06",2016,"January","Sun",2,"88"
"M06",2016,"January","Sun",3,"56"
"M06",2016,"January","Sun",4,"34"
"M06",2016,"January","Sun",5,"80"
"M06",2016,"January","Sun",6,"126"
"M06",2016,"January","Sun",7,"163"
"M06",2016,"January","Sun",8,"240"
"M06",2016,"January","Sun",9,"343"
"M06",2016,"January","Sun",10,"488"
"M06",2016,"January","Sun",11,"832"
"M06",2016,"January","Sun",12,"1056"
"M06",2016,"January","Sun",13,"1096"
"M06",2016,"January","Sun",14,"1102"
"M06",2016,"January","Sun",15,"1052"
"M06",2016,"January","Sun",16,"1209"
"M06",2016,"January","Sun",17,"1199"
"M06",2016,"January","Sun",18,"1156"
"M06",2016,"January","Sun",19,"920"
"M06",2016,"January","Sun",20,"761"
"M06",2016,"January","Sun",21,"508"
"M06",2016,"January","Sun",22,"268"
"M06",2016,"January","Sun",23,"145"
"M06",2016,"January","Mon",0,"71"
"M06",2016,"January","Mon",1,"50"
"M06",2016,"January","Mon",2,"47"
"M06",2016,"January","Mon",3,"47"
"M06",2016,"January","Mon",4,"87"
"M06",2016,"January","Mon",5,"276"
"M06",2016,"January","Mon",6,"807"
"M06",2016,"January","Mon",7,"1770"
"M06",2016,"January","Mon",8,"1708"
"M06",2016,"January","Mon",9,"1043"
"M06",2016,"January","Mon",10,"830"
"M06",2016,"January","Mon",11,"822"
"M06",2016,"January","Mon",12,"856"
"M06",2016,"January","Mon",13,"901"
"M06",2016,"January","Mon",14,"1037"
"M06",2016,"January","Mon",15,"1275"
"M06",2016,"January","Mon",16,"1526"
"M06",2016,"January","Mon",17,"1648"
"M06",2016,"January","Mon",18,"1093"
"M06",2016,"January","Mon",19,"628"
"M06",2016,"January","Mon",20,"472"
"M06",2016,"January","Mon",21,"354"
"M06",2016,"January","Mon",22,"223"
"M06",2016,"January","Mon",23,"181"
"M06",2016,"January","Tue",0,"99"
"M06",2016,"January","Tue",1,"56"
"M06",2016,"January","Tue",2,"76"
"M06",2016,"January","Tue",3,"53"
"M06",2016,"January","Tue",4,"69"
"M06",2016,"January","Tue",5,"218"
"M06",2016,"January","Tue",6,"695"
"M06",2016,"January","Tue",7,"1720"
"M06",2016,"January","Tue",8,"1695"
"M06",2016,"January","Tue",9,"1162"
"M06",2016,"January","Tue",10,"951"
"M06",2016,"January","Tue",11,"832"
"M06",2016,"January","Tue",12,"878"
"M06",2016,"January","Tue",13,"953"
"M06",2016,"January","Tue",14,"1121"
"M06",2016,"January","Tue",15,"1380"
"M06",2016,"January","Tue",16,"1527"
"M06",2016,"January","Tue",17,"1757"
"M06",2016,"January","Tue",18,"1190"
"M06",2016,"January","Tue",19,"628"
"M06",2016,"January","Tue",20,"475"
"M06",2016,"January","Tue",21,"404"
"M06",2016,"January","Tue",22,"229"
"M06",2016,"January","Tue",23,"200"
"M06",2016,"January","Wed",0,"86"
"M06",2016,"January","Wed",1,"56"
"M06",2016,"January","Wed",2,"93"
"M06",2016,"January","Wed",3,"43"
"M06",2016,"January","Wed",4,"102"
"M06",2016,"January","Wed",5,"216"
"M06",2016,"January","Wed",6,"711"
"M06",2016,"January","Wed",7,"1725"
"M06",2016,"January","Wed",8,"1654"
"M06",2016,"January","Wed",9,"1160"
"M06",2016,"January","Wed",10,"844"
"M06",2016,"January","Wed",11,"833"
"M06",2016,"January","Wed",12,"896"
"M06",2016,"January","Wed",13,"917"
"M06",2016,"January","Wed",14,"1052"
"M06",2016,"January","Wed",15,"1359"
"M06",2016,"January","Wed",16,"1571"
"M06",2016,"January","Wed",17,"1815"
"M06",2016,"January","Wed",18,"1192"
"M06",2016,"January","Wed",19,"726"
"M06",2016,"January","Wed",20,"579"
"M06",2016,"January","Wed",21,"428"
"M06",2016,"January","Wed",22,"279"
"M06",2016,"January","Wed",23,"243"
"M06",2016,"January","Thu",0,"108"
"M06",2016,"January","Thu",1,"59"
"M06",2016,"January","Thu",2,"85"
"M06",2016,"January","Thu",3,"38"
"M06",2016,"January","Thu",4,"67"
"M06",2016,"January","Thu",5,"241"
"M06",2016,"January","Thu",6,"729"
"M06",2016,"January","Thu",7,"1610"
"M06",2016,"January","Thu",8,"1760"
"M06",2016,"January","Thu",9,"1209"
"M06",2016,"January","Thu",10,"893"
"M06",2016,"January","Thu",11,"919"
"M06",2016,"January","Thu",12,"916"
"M06",2016,"January","Thu",13,"1014"
"M06",2016,"January","Thu",14,"1099"
"M06",2016,"January","Thu",15,"1378"
"M06",2016,"January","Thu",16,"1585"
"M06",2016,"January","Thu",17,"1729"
"M06",2016,"January","Thu",18,"1345"
"M06",2016,"January","Thu",19,"787"
"M06",2016,"January","Thu",20,"548"
"M06",2016,"January","Thu",21,"400"
"M06",2016,"January","Thu",22,"326"
"M06",2016,"January","Thu",23,"232"
"M06",2016,"January","Fri",0,"107"
"M06",2016,"January","Fri",1,"70"
"M06",2016,"January","Fri",2,"79"
"M06",2016,"January","Fri",3,"51"
"M06",2016,"January","Fri",4,"91"
"M06",2016,"January","Fri",5,"236"
"M06",2016,"January","Fri",6,"650"
"M06",2016,"January","Fri",7,"1518"
"M06",2016,"January","Fri",8,"1580"
"M06",2016,"January","Fri",9,"1023"
"M06",2016,"January","Fri",10,"867"
"M06",2016,"January","Fri",11,"945"
"M06",2016,"January","Fri",12,"1097"
"M06",2016,"January","Fri",13,"1330"
"M06",2016,"January","Fri",14,"1394"
"M06",2016,"January","Fri",15,"1714"
"M06",2016,"January","Fri",16,"1838"
"M06",2016,"January","Fri",17,"1741"
"M06",2016,"January","Fri",18,"1335"
"M06",2016,"January","Fri",19,"913"
"M06",2016,"January","Fri",20,"698"
"M06",2016,"January","Fri",21,"485"
"M06",2016,"January","Fri",22,"315"
"M06",2016,"January","Fri",23,"188"
"M06",2016,"January","Sat",0,"99"
"M06",2016,"January","Sat",1,"85"
"M06",2016,"January","Sat",2,"64"
"M06",2016,"January","Sat",3,"52"
"M06",2016,"January","Sat",4,"63"
"M06",2016,"January","Sat",5,"130"
"M06",2016,"January","Sat",6,"227"
"M06",2016,"January","Sat",7,"333"
"M06",2016,"January","Sat",8,"554"
"M06",2016,"January","Sat",9,"754"
"M06",2016,"January","Sat",10,"847"
"M06",2016,"January","Sat",11,"1085"
"M06",2016,"January","Sat",12,"1139"
"M06",2016,"January","Sat",13,"1150"
"M06",2016,"January","Sat",14,"1158"
"M06",2016,"January","Sat",15,"1132"
"M06",2016,"January","Sat",16,"1130"
"M06",2016,"January","Sat",17,"958"
"M06",2016,"January","Sat",18,"853"
"M06",2016,"January","Sat",19,"606"
"M06",2016,"January","Sat",20,"418"
"M06",2016,"January","Sat",21,"310"
"M06",2016,"January","Sat",22,"238"
"M06",2016,"January","Sat",23,"147"
"M06",2016,"January","Sun",0,"120"
"M06",2016,"January","Sun",1,"96"
"M06",2016,"January","Sun",2,"68"
"M06",2016,"January","Sun",3,"76"
"M06",2016,"January","Sun",4,"45"
"M06",2016,"January","Sun",5,"75"
"M06",2016,"January","Sun",6,"104"
"M06",2016,"January","Sun",7,"151"
"M06",2016,"January","Sun",8,"226"
"M06",2016,"January","Sun",9,"367"
"M06",2016,"January","Sun",10,"548"
"M06",2016,"January","Sun",11,"743"
"M06",2016,"January","Sun",12,"1062"
"M06",2016,"January","Sun",13,"1087"
"M06",2016,"January","Sun",14,"1068"
"M06",2016,"January","Sun",15,"976"
"M06",2016,"January","Sun",16,"1205"
"M06",2016,"January","Sun",17,"1111"
"M06",2016,"January","Sun",18,"1104"
"M06",2016,"January","Sun",19,"788"
"M06",2016,"January","Sun",20,"698"
"M06",2016,"January","Sun",21,"454"
"M06",2016,"January","Sun",22,"310"
"M06",2016,"January","Sun",23,"128"
"M06",2016,"January","Mon",0,"73"
"M06",2016,"January","Mon",1,"47"
"M06",2016,"January","Mon",2,"39"
"M06",2016,"January","Mon",3,"44"
"M06",2016,"January","Mon",4,"95"
"M06",2016,"January","Mon",5,"286"
"M06",2016,"January","Mon",6,"802"
"M06",2016,"January","Mon",7,"1874"
"M06",2016,"January","Mon",8,"1657"
"M06",2016,"January","Mon",9,"1055"
"M06",2016,"January","Mon",10,"899"
"M06",2016,"January","Mon",11,"858"
"M06",2016,"January","Mon",12,"877"
"M06",2016,"January","Mon",13,"924"
"M06",2016,"January","Mon",14,"1040"
"M06",2016,"January","Mon",15,"1236"
"M06",2016,"January","Mon",16,"1489"
"M06",2016,"January","Mon",17,"1665"
"M06",2016,"January","Mon",18,"1091"
"M06",2016,"January","Mon",19,"627"
"M06",2016,"January","Mon",20,"470"
"M06",2016,"January","Mon",21,"325"
"M06",2016,"January","Mon",22,"238"
"M06",2016,"January","Mon",23,"176"
"M06",2016,"January","Tue",0,"107"
"M06",2016,"January","Tue",1,"50"
"M06",2016,"January","Tue",2,"54"
"M06",2016,"January","Tue",3,"44"
"M06",2016,"January","Tue",4,"72"
"M06",2016,"January","Tue",5,"231"
"M06",2016,"January","Tue",6,"695"
"M06",2016,"January","Tue",7,"1808"
"M06",2016,"January","Tue",8,"1616"
"M06",2016,"January","Tue",9,"1078"
"M06",2016,"January","Tue",10,"815"
"M06",2016,"January","Tue",11,"833"
"M06",2016,"January","Tue",12,"849"
"M06",2016,"January","Tue",13,"954"
"M06",2016,"January","Tue",14,"1030"
"M06",2016,"January","Tue",15,"1353"
"M06",2016,"January","Tue",16,"1567"
"M06",2016,"January","Tue",17,"1713"
"M06",2016,"January","Tue",18,"1279"
"M06",2016,"January","Tue",19,"687"
"M06",2016,"January","Tue",20,"500"
"M06",2016,"January","Tue",21,"428"
"M06",2016,"January","Tue",22,"257"
"M06",2016,"January","Tue",23,"189"
"M06",2016,"January","Wed",0,"100"
"M06",2016,"January","Wed",1,"64"
"M06",2016,"January","Wed",2,"66"
"M06",2016,"January","Wed",3,"53"
"M06",2016,"January","Wed",4,"68"
"M06",2016,"January","Wed",5,"229"
"M06",2016,"January","Wed",6,"695"
"M06",2016,"January","Wed",7,"1684"
"M06",2016,"January","Wed",8,"1653"
"M06",2016,"January","Wed",9,"1127"
"M06",2016,"January","Wed",10,"901"
"M06",2016,"January","Wed",11,"813"
"M06",2016,"January","Wed",12,"900"
"M06",2016,"January","Wed",13,"921"
"M06",2016,"January","Wed",14,"1102"
"M06",2016,"January","Wed",15,"1304"
"M06",2016,"January","Wed",16,"1563"
"M06",2016,"January","Wed",17,"1729"
"M06",2016,"January","Wed",18,"1172"
"M06",2016,"January","Wed",19,"654"
"M06",2016,"January","Wed",20,"551"
"M06",2016,"January","Wed",21,"346"
"M06",2016,"January","Wed",22,"288"
"M06",2016,"January","Wed",23,"223"
"M06",2016,"January","Thu",0,"101"
"M06",2016,"January","Thu",1,"67"
"M06",2016,"January","Thu",2,"75"
"M06",2016,"January","Thu",3,"46"
"M06",2016,"January","Thu",4,"70"
"M06",2016,"January","Thu",5,"239"
"M06",2016,"January","Thu",6,"666"
"M06",2016,"January","Thu",7,"1750"
"M06",2016,"January","Thu",8,"1649"
"M06",2016,"January","Thu",9,"1135"
"M06",2016,"January","Thu",10,"930"
"M06",2016,"January","Thu",11,"932"
"M06",2016,"January","Thu",12,"910"
"M06",2016,"January","Thu",13,"1033"
"M06",2016,"January","Thu",14,"1198"
"M06",2016,"January","Thu",15,"1425"
"M06",2016,"January","Thu",16,"1658"
"M06",2016,"January","Thu",17,"1762"
"M06",2016,"January","Thu",18,"1415"
"M06",2016,"January","Thu",19,"764"
"M06",2016,"January","Thu",20,"634"
"M06",2016,"January","Thu",21,"445"
"M06",2016,"January","Thu",22,"338"
"M06",2016,"January","Thu",23,"243"
"M06",2016,"January","Fri",0,"135"
"M06",2016,"January","Fri",1,"92"
"M06",2016,"January","Fri",2,"80"
"M06",2016,"January","Fri",3,"55"
"M06",2016,"January","Fri",4,"68"
"M06",2016,"January","Fri",5,"245"
"M06",2016,"January","Fri",6,"638"
"M06",2016,"January","Fri",7,"1561"
"M06",2016,"January","Fri",8,"1536"
"M06",2016,"January","Fri",9,"1021"
"M06",2016,"January","Fri",10,"962"
"M06",2016,"January","Fri",11,"1033"
"M06",2016,"January","Fri",12,"1196"
"M06",2016,"January","Fri",13,"1320"
"M06",2016,"January","Fri",14,"1465"
"M06",2016,"January","Fri",15,"1734"
"M06",2016,"January","Fri",16,"1870"
"M06",2016,"January","Fri",17,"1776"
"M06",2016,"January","Fri",18,"1335"
"M06",2016,"January","Fri",19,"946"
"M06",2016,"January","Fri",20,"732"
"M06",2016,"January","Fri",21,"509"
"M06",2016,"January","Fri",22,"311"
"M06",2016,"January","Fri",23,"237"
"M06",2016,"January","Sat",0,"129"
"M06",2016,"January","Sat",1,"123"
"M06",2016,"January","Sat",2,"92"
"M06",2016,"January","Sat",3,"76"
"M06",2016,"January","Sat",4,"61"
"M06",2016,"January","Sat",5,"133"
"M06",2016,"January","Sat",6,"247"
"M06",2016,"January","Sat",7,"374"
"M06",2016,"January","Sat",8,"631"
"M06",2016,"January","Sat",9,"853"
"M06",2016,"January","Sat",10,"939"
"M06",2016,"January","Sat",11,"1123"
"M06",2016,"January","Sat",12,"1264"
"M06",2016,"January","Sat",13,"1406"
"M06",2016,"January","Sat",14,"1200"
"M06",2016,"January","Sat",15,"1115"
"M06",2016,"January","Sat",16,"1072"
"M06",2016,"January","Sat",17,"1119"
"M06",2016,"January","Sat",18,"930"
"M06",2016,"January","Sat",19,"648"
"M06",2016,"January","Sat",20,"513"
"M06",2016,"January","Sat",21,"351"
"M06",2016,"January","Sat",22,"254"
"M06",2016,"January","Sat",23,"151"
"M06",2016,"January","Sun",0,"148"
"M06",2016,"January","Sun",1,"109"
"M06",2016,"January","Sun",2,"75"
"M06",2016,"January","Sun",3,"58"
"M06",2016,"January","Sun",4,"40"
"M06",2016,"January","Sun",5,"60"
"M06",2016,"January","Sun",6,"135"
"M06",2016,"January","Sun",7,"187"
"M06",2016,"January","Sun",8,"295"
"M06",2016,"January","Sun",9,"429"
"M06",2016,"January","Sun",10,"621"
"M06",2016,"January","Sun",11,"837"
"M06",2016,"January","Sun",12,"1132"
"M06",2016,"January","Sun",13,"1180"
"M06",2016,"January","Sun",14,"1143"
"M06",2016,"January","Sun",15,"1192"
"M06",2016,"January","Sun",16,"1213"
"M06",2016,"January","Sun",17,"1216"
"M06",2016,"January","Sun",18,"1172"
"M06",2016,"January","Sun",19,"927"
"M06",2016,"January","Sun",20,"809"
"M06",2016,"January","Sun",21,"488"
"M06",2016,"January","Sun",22,"321"
"M06",2016,"January","Sun",23,"155"
"M06",2016,"January","Mon",0,"72"
"M06",2016,"January","Mon",1,"51"
"M06",2016,"January","Mon",2,"45"
"M06",2016,"January","Mon",3,"53"
"M06",2016,"January","Mon",4,"93"
"M06",2016,"January","Mon",5,"275"
"M06",2016,"January","Mon",6,"784"
"M06",2016,"January","Mon",7,"1852"
"M06",2016,"January","Mon",8,"1654"
"M06",2016,"January","Mon",9,"1102"
"M06",2016,"January","Mon",10,"909"
"M06",2016,"January","Mon",11,"803"
"M06",2016,"January","Mon",12,"864"
"M06",2016,"January","Mon",13,"927"
"M06",2016,"January","Mon",14,"1009"
"M06",2016,"January","Mon",15,"1300"
"M06",2016,"January","Mon",16,"1476"
"M06",2016,"January","Mon",17,"1669"
"M06",2016,"January","Mon",18,"1177"
"M06",2016,"January","Mon",19,"617"
"M06",2016,"January","Mon",20,"498"
"M06",2016,"January","Mon",21,"349"
"M06",2016,"January","Mon",22,"267"
"M06",2016,"January","Mon",23,"190"
"M06",2016,"January","Tue",0,"103"
"M06",2016,"January","Tue",1,"59"
"M06",2016,"January","Tue",2,"73"
"M06",2016,"January","Tue",3,"44"
"M06",2016,"January","Tue",4,"75"
"M06",2016,"January","Tue",5,"220"
"M06",2016,"January","Tue",6,"700"
"M06",2016,"January","Tue",7,"1731"
"M06",2016,"January","Tue",8,"1626"
"M06",2016,"January","Tue",9,"1168"
"M06",2016,"January","Tue",10,"834"
"M06",2016,"January","Tue",11,"861"
"M06",2016,"January","Tue",12,"856"
"M06",2016,"January","Tue",13,"892"
"M06",2016,"January","Tue",14,"1082"
"M06",2016,"January","Tue",15,"1277"
"M06",2016,"January","Tue",16,"1560"
"M06",2016,"January","Tue",17,"1744"
"M06",2016,"January","Tue",18,"1224"
"M06",2016,"January","Tue",19,"656"
"M06",2016,"January","Tue",20,"490"
"M06",2016,"January","Tue",21,"405"
"M06",2016,"January","Tue",22,"294"
"M06",2016,"January","Tue",23,"176"
"M06",2016,"January","Wed",0,"114"
"M06",2016,"January","Wed",1,"65"
"M06",2016,"January","Wed",2,"66"
"M06",2016,"January","Wed",3,"41"
"M06",2016,"January","Wed",4,"76"
"M06",2016,"January","Wed",5,"248"
"M06",2016,"January","Wed",6,"718"
"M06",2016,"January","Wed",7,"1750"
"M06",2016,"January","Wed",8,"1613"
"M06",2016,"January","Wed",9,"1073"
"M06",2016,"January","Wed",10,"896"
"M06",2016,"January","Wed",11,"867"
"M06",2016,"January","Wed",12,"888"
"M06",2016,"January","Wed",13,"970"
"M06",2016,"January","Wed",14,"1074"
"M06",2016,"January","Wed",15,"1329"
"M06",2016,"January","Wed",16,"1560"
"M06",2016,"January","Wed",17,"1667"
"M06",2016,"January","Wed",18,"1132"
"M06",2016,"January","Wed",19,"710"
"M06",2016,"January","Wed",20,"529"
"M06",2016,"January","Wed",21,"386"
"M06",2016,"January","Wed",22,"304"
"M06",2016,"January","Wed",23,"209"
"M06",2016,"January","Thu",0,"123"
"M06",2016,"January","Thu",1,"80"
"M06",2016,"January","Thu",2,"76"
"M06",2016,"January","Thu",3,"38"
"M06",2016,"January","Thu",4,"66"
"M06",2016,"January","Thu",5,"218"
"M06",2016,"January","Thu",6,"745"
"M06",2016,"January","Thu",7,"1704"
"M06",2016,"January","Thu",8,"1674"
"M06",2016,"January","Thu",9,"1066"
"M06",2016,"January","Thu",10,"921"
"M06",2016,"January","Thu",11,"950"
"M06",2016,"January","Thu",12,"863"
"M06",2016,"January","Thu",13,"1047"
"M06",2016,"January","Thu",14,"1114"
"M06",2016,"January","Thu",15,"1367"
"M06",2016,"January","Thu",16,"1592"
"M06",2016,"January","Thu",17,"1793"
"M06",2016,"January","Thu",18,"1227"
"M06",2016,"January","Thu",19,"760"
"M06",2016,"January","Thu",20,"579"
"M06",2016,"January","Thu",21,"431"
"M06",2016,"January","Thu",22,"317"
"M06",2016,"January","Thu",23,"238"
"M06",2016,"January","Fri",0,"121"
"M06",2016,"January","Fri",1,"86"
"M06",2016,"January","Fri",2,"69"
"M06",2016,"January","Fri",3,"40"
"M06",2016,"January","Fri",4,"77"
"M06",2016,"January","Fri",5,"213"
"M06",2016,"January","Fri",6,"639"
"M06",2016,"January","Fri",7,"1555"
"M06",2016,"January","Fri",8,"1491"
"M06",2016,"January","Fri",9,"988"
"M06",2016,"January","Fri",10,"907"
"M06",2016,"January","Fri",11,"994"
"M06",2016,"January","Fri",12,"1235"
"M06",2016,"January","Fri",13,"1308"
"M06",2016,"January","Fri",14,"1501"
